,Unnamed: 0,LengthJumper,MetricPatternJumper,LengthDataset,MetricPatternDataset
2251,2251,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
2252,2252,11,"[1, 4, 7, 10]",11,"[1, 4, 7, 10]"
2253,2253,11,"[4, 6, 10]",11,"[4, 6, 10]"
2254,2254,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
2255,2255,11,"[2, 6, 10]",11,"[2, 6, 10]"
2256,2256,11,"[3, 6, 10]",11,"[3, 6, 10]"
2257,2257,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
2258,2258,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
2259,2259,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
2260,2260,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
2261,2261,11,"[1, 2, 4, 5, 7, 10]",11,"[1, 2, 3, 4, 6, 10]"
2262,2262,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
2263,2263,11,"[3, 6, 10]",11,"[3, 6, 10]"
2264,2264,11,"[4, 5, 6, 8, 10]",11,"[4, 5, 6, 8, 10]"
2265,2265,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
2266,2266,11,"[6, 10]",11,"[6, 10]"
2267,2267,11,"[3, 6, 7, 10]",11,"[3, 6, 7, 10]"
2268,2268,11,"[3, 6, 10]",11,"[3, 6, 10]"
2269,2269,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
2270,2270,12,"[2, 4, 11]",11,"[2, 4, 11]"
2271,2271,11,"[2, 3, 4, 6, 10]",11,"[2, 4, 6, 10]"
2272,2272,11,"[1, 4, 7, 10]",11,"[1, 4, 7, 10]"
2273,2273,11,"[4, 6, 8, 10]",11,"[4, 6, 8, 10]"
2274,2274,11,"[2, 3, 4, 6, 8, 10]",11,"[2, 3, 4, 6, 8, 10]"
2275,2275,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
2276,2276,11,"[2, 3, 6, 10]",11,"[2, 3, 6, 10]"
2277,2277,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
2278,2278,11,"[2, 3, 4, 6, 10]",11,"[2, 3, 4, 6, 10]"
2279,2279,11,"[2, 6, 10]",11,"[2, 6, 10]"
2280,2280,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
2281,2281,11,"[1, 4, 6, 7, 10]",11,"[1, 4, 6, 7, 10]"
2282,2282,11,"[2, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
2283,2283,11,"[2, 4, 5, 6, 8, 10]",11,"[2, 4, 5, 6, 8, 10]"
2284,2284,11,"[1, 2, 4, 6, 8, 10]",11,"[1, 2, 4, 6, 8, 10]"
2285,2285,11,"[2, 4, 5, 6, 8, 10]",11,"[2, 4, 5, 6, 8, 10]"
2286,2286,11,"[2, 3, 6, 10]",11,"[2, 3, 6, 10]"
2287,2287,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
2288,2288,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
2289,2289,11,"[3, 6, 10]",11,"[3, 6, 10]"
2290,2290,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
2291,2291,11,"[2, 6, 10]",11,"[2, 6, 10]"
2292,2292,11,"[1, 2, 4, 6, 10]",11,"[1, 2, 4, 6, 8, 10]"
2293,2293,11,"[1, 6, 7, 8, 10]",11,"[1, 6, 7, 8, 10]"
2294,2294,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
2295,2295,11,"[1, 2, 6, 10]",11,"[1, 2, 6, 8, 10]"
2296,2296,11,"[4, 6, 10]",11,"[4, 6, 10]"
2297,2297,11,"[1, 4, 7, 9, 10]",11,"[1, 4, 7, 9, 10]"
2298,2298,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
2299,2299,11,"[2, 6, 8, 9, 10]",11,"[2, 6, 8, 10]"
2300,2300,11,"[3, 4, 6, 10]",11,"[3, 4, 6, 10]"
2301,2301,11,"[4, 8, 9, 10]",11,"[4, 8, 9, 10]"
2302,2302,11,"[3, 6, 10]",11,"[3, 6, 10]"
2303,2303,11,"[1, 4, 6, 10]",11,"[4, 6, 10]"
2304,2304,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
2305,2305,11,"[2, 6, 7, 10]",11,"[2, 6, 7, 10]"
2306,2306,11,"[1, 2, 4, 6, 10]",11,"[1, 2, 4, 6, 8, 10]"
2307,2307,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
2308,2308,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
2309,2309,11,"[4, 6, 8, 10]",11,"[4, 6, 8, 10]"
2310,2310,11,"[1, 2, 4, 6, 7, 10]",11,"[1, 4, 6, 8, 10]"
2311,2311,11,"[1, 3, 6, 8, 10]",11,"[1, 3, 6, 8, 10]"
2312,2312,11,"[3, 4, 6, 10]",11,"[3, 4, 6, 10]"
2313,2313,11,"[1, 2, 6, 9, 10]",11,"[1, 2, 6, 9, 10]"
2314,2314,11,"[2, 6, 10]",11,"[2, 6, 10]"
2315,2315,11,"[2, 6, 10]",11,"[2, 6, 10]"
2316,2316,11,"[1, 3, 4, 6, 9, 10]",11,"[1, 3, 4, 6, 10]"
2317,2317,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
2318,2318,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
2319,2319,11,"[2, 3, 6, 8, 10]",11,"[2, 3, 6, 8, 10]"
2320,2320,11,"[2, 3, 6, 7, 10]",11,"[2, 3, 6, 7, 10]"
2321,2321,11,"[1, 6, 8, 10]",11,"[1, 6, 8, 10]"
2322,2322,11,"[4, 6, 10]",11,"[4, 6, 10]"
2323,2323,11,"[4, 6, 10]",11,"[4, 6, 10]"
2324,2324,11,"[3, 4, 6, 7, 10]",11,"[3, 4, 6]"
2325,2325,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
2326,2326,11,"[3, 6, 10]",11,"[3, 6, 10]"
2327,2327,11,"[1, 3, 6, 7, 10]",11,"[1, 3, 6, 7, 10]"
2328,2328,11,"[3, 6, 10]",11,"[3, 6, 10]"
2329,2329,11,"[1, 6, 7, 10]",11,"[1, 6, 7, 10]"
2330,2330,7,"[2, 6]",7,"[2, 6]"
2331,2331,11,"[1, 4, 6, 7, 10]",11,"[1, 4, 6, 7, 10]"
2332,2332,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
2333,2333,11,"[2, 6, 10]",11,"[2, 6, 10]"
2334,2334,11,"[1, 2, 6, 10]",11,"[1, 2, 6, 7, 10]"
2335,2335,11,"[1, 2, 6, 10]",11,"[1, 2, 6, 10]"
2336,2336,11,"[2, 4, 6, 8, 10]",11,"[2, 4, 6, 10]"
2337,2337,7,"[3, 6]",7,"[3, 6]"
2338,2338,11,"[2, 3, 6, 10]",11,"[2, 3, 6, 10]"
2339,2339,11,"[4, 6, 8, 10]",11,"[4, 6, 8, 10]"
2340,2340,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
2341,2341,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
2342,2342,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
2343,2343,11,"[3, 6, 10]",11,"[3, 6, 10]"
2344,2344,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
2345,2345,11,"[4, 6, 8, 10]",11,"[4, 6, 8, 10]"
2346,2346,11,"[3, 6, 10]",11,"[3, 6, 10]"
2347,2347,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
2348,2348,11,"[3, 6, 10]",11,"[3, 6, 10]"
2349,2349,11,"[2, 6, 10]",11,"[2, 6, 10]"
2350,2350,7,"[4, 6]",7,"[4, 6]"
2351,2351,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
2352,2352,11,"[1, 2, 4, 6, 8, 10]",11,"[1, 2, 4, 6, 8, 10]"
2353,2353,7,"[3, 6]",7,"[3, 6]"
2354,2354,11,"[4, 8, 10]",11,"[4, 8, 10]"
2355,2355,11,"[4, 6, 10]",11,"[4, 6, 10]"
2356,2356,11,"[2, 5, 6, 10]",11,"[2, 5, 6, 10]"
2357,2357,11,"[2, 6, 10]",11,"[2, 6, 10]"
2358,2358,11,"[3, 6, 10]",11,"[3, 6, 10]"
2359,2359,7,"[2, 4, 6]",7,"[2, 4, 6]"
2360,2360,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
2361,2361,7,"[3, 6]",7,"[3, 6]"
2362,2362,11,"[1, 6, 8, 10]",11,"[1, 6, 8, 10]"
2363,2363,7,"[1, 3, 6]",7,"[1, 3, 6]"
2364,2364,11,"[2, 6, 10]",11,"[2, 6, 10]"
2365,2365,7,"[1, 3, 6]",7,"[1, 3, 6]"
2366,2366,11,"[2, 6, 10]",11,"[2, 6, 10]"
2367,2367,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
2368,2368,11,"[3, 6, 10]",11,"[3, 6, 10]"
2369,2369,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
2370,2370,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
2371,2371,7,"[1, 3, 6]",7,"[1, 3, 6]"
2372,2372,7,"[2, 4, 6]",7,"[2, 4, 6]"
2373,2373,11,"[4, 8, 10]",11,"[4, 8, 10]"
2374,2374,11,"[4, 8, 10]",11,"[4, 8, 10]"
2375,2375,7,"[1, 3, 6]",7,"[1, 2, 6]"
2376,2376,11,"[4, 6, 10]",11,"[4, 6, 10]"
2377,2377,7,"[3, 6]",7,"[3, 6]"
2378,2378,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
2379,2379,11,"[1, 6, 8, 10]",11,"[1, 6, 8, 10]"
2380,2380,11,"[4, 6, 8, 10]",11,"[4, 6, 8, 10]"
2381,2381,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
2382,2382,11,"[4, 6, 10]",11,"[4, 6, 10]"
2383,2383,11,"[3, 6, 8, 10]",11,"[4, 6, 8, 10]"
2384,2384,11,"[3, 6, 10]",11,"[3, 6, 10]"
2385,2385,11,"[1, 4, 6, 7, 10]",11,"[1, 4, 6, 7, 10]"
2386,2386,11,"[3, 6, 10]",11,"[3, 6, 10]"
2387,2387,6,"[2, 5]",7,"[2, 6]"
2388,2388,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
2389,2389,11,"[2, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
2390,2390,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
2391,2391,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
2392,2392,11,"[3, 6, 10]",11,"[3, 6, 10]"
2393,2393,11,"[2, 6, 10]",11,"[2, 6, 10]"
2394,2394,11,"[1, 6, 10]",11,"[1, 6, 10]"
2395,2395,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
2396,2396,11,"[1, 4, 5, 8, 10]",11,"[1, 4, 5, 8, 10]"
2397,2397,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
2398,2398,11,"[6, 8, 10]",11,"[6, 8, 10]"
2399,2399,11,"[3, 6, 10]",11,"[3, 6, 10]"
2400,2400,11,"[3, 6, 10]",11,"[3, 6, 10]"
2401,2401,11,"[1, 6, 10]",11,"[1, 6, 10]"
2402,2402,11,"[2, 6, 10]",11,"[2, 6, 10]"
2403,2403,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
2404,2404,11,"[4, 6, 10]",11,"[4, 6, 10]"
2405,2405,11,"[2, 6, 7, 10]",11,"[2, 6, 7, 10]"
2406,2406,7,"[4, 5, 6]",7,"[4, 5, 6]"
2407,2407,7,"[1, 3, 4, 6]",7,"[1, 3, 4, 6]"
2408,2408,7,"[1, 3, 6]",7,"[1, 3, 6]"
2409,2409,7,"[1, 6]",7,"[1, 6]"
2410,2410,7,"[4, 6]",7,"[4, 6]"
2411,2411,7,"[1, 2, 4, 6]",7,"[1, 2, 4, 6]"
2412,2412,7,"[4, 6]",7,"[4, 6]"
2413,2413,7,"[3, 6]",7,"[3, 6]"
2414,2414,7,"[1, 4, 6]",7,"[1, 4, 6]"
2415,2415,7,"[3, 6]",7,"[3, 6]"
2416,2416,7,"[1, 2, 6]",7,"[1, 2, 6]"
2417,2417,7,"[1, 3, 6]",7,"[1, 3, 6]"
2418,2418,7,"[3, 6]",7,"[3, 6]"
2419,2419,7,"[1, 3, 6]",7,"[1, 3, 6]"
2420,2420,7,"[2, 6]",7,"[2, 6]"
2421,2421,7,"[2, 6]",7,"[2, 6]"
2422,2422,7,"[3, 6]",7,"[3, 6]"
2423,2423,7,"[3, 6]",7,"[3, 6]"
2424,2424,7,"[3, 6]",7,"[3, 6]"
2425,2425,7,"[1, 4, 6]",7,"[1, 4, 6]"
2426,2426,8,"[2, 7]",7,"[2, 6]"
2427,2427,7,"[1, 3, 6]",7,"[1, 3, 6]"
2428,2428,7,"[4, 6]",7,"[4, 6]"
2429,2429,7,"[4, 6]",7,"[4, 6]"
2430,2430,7,"[3, 6]",7,"[3, 6]"
2431,2431,7,"[1, 4, 6]",7,"[4, 6]"
2432,2432,7,"[1, 3, 6]",7,"[1, 3, 6]"
2433,2433,7,"[2, 6]",7,"[2, 6]"
2434,2434,7,"[2, 6]",7,"[2, 6]"
2435,2435,7,"[2, 3, 4, 6]",7,"[2, 3, 4, 6]"
2436,2436,7,"[3, 6]",7,"[3, 6]"
2437,2437,7,"[2, 6]",7,"[2, 6]"
2438,2438,7,"[1, 4, 6]",7,"[1, 4, 6]"
2439,2439,7,"[3, 6]",7,"[3, 6]"
2440,2440,7,"[2, 4, 6]",7,"[2, 4, 6]"
2441,2441,7,"[2, 6]",7,"[2, 6]"
2442,2442,7,"[2, 6]",7,"[2, 6]"
2443,2443,7,"[1, 3, 6]",7,"[1, 3, 6]"
2444,2444,7,"[2, 4, 6]",7,"[2, 4, 6]"
2445,2445,7,"[2, 4, 6]",7,"[2, 4, 6]"
2446,2446,7,"[1, 3, 6]",7,"[1, 3, 6]"
2447,2447,7,"[3, 6]",7,"[3, 6]"
2448,2448,7,"[2, 3, 6]",7,"[2, 3, 6]"
2449,2449,7,"[3, 5, 6]",7,"[3, 5, 6]"
2450,2450,7,"[2, 4, 6]",7,"[2, 4, 6]"
2451,2451,7,"[4, 6]",7,"[4, 6]"
2452,2452,7,"[3, 6]",7,"[3, 6]"
2453,2453,7,"[2, 6]",7,"[2, 6]"
2454,2454,7,"[4, 6]",7,"[4, 6]"
2455,2455,7,"[2, 4, 6]",7,"[2, 4, 6]"
2456,2456,7,"[1, 4, 6]",7,"[1, 4, 6]"
2457,2457,7,"[2, 6]",7,"[2, 6]"
2458,2458,7,"[3, 6]",7,"[3, 6]"
2459,2459,7,"[1, 3, 6]",7,"[1, 3, 6]"
2460,2460,7,"[4, 6]",7,"[4, 6]"
2461,2461,7,"[2, 6]",7,"[2, 6]"
2462,2462,7,"[2, 4, 6]",7,"[2, 4, 6]"
2463,2463,6,"[1, 2, 5]",7,"[1, 3, 6]"
2464,2464,7,"[4, 6]",7,"[4, 6]"
2465,2465,7,"[3, 6]",7,"[3, 6]"
2466,2466,7,"[4, 6]",7,"[4, 6]"
2467,2467,7,"[2, 4, 6]",7,"[2, 4, 6]"
2468,2468,7,"[4, 6]",7,"[4, 6]"
2469,2469,7,"[3, 6]",7,"[3, 6]"
2470,2470,7,"[2, 4, 6]",7,"[2, 4, 6]"
2471,2471,7,"[1, 4, 6]",7,"[1, 4, 6]"
2472,2472,7,"[2, 6]",7,"[2, 6]"
2473,2473,7,"[3, 6]",7,"[3, 6]"
2474,2474,7,"[3, 6]",7,"[3, 6]"
2475,2475,7,"[1, 3, 6]",7,"[1, 3, 6]"
2476,2476,7,"[2, 4, 6]",7,"[2, 6]"
2477,2477,7,[6],7,[6]
2478,2478,7,"[2, 6]",7,"[2, 6]"
2479,2479,7,"[2, 4, 6]",7,"[2, 4, 6]"
2480,2480,7,"[3, 6]",7,"[1, 3, 6]"
2481,2481,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
2482,2482,11,"[1, 6, 10]",11,"[1, 6, 10]"
2483,2483,11,"[3, 6, 8, 10]",11,"[3, 6, 10]"
2484,2484,11,"[1, 6, 10]",11,"[1, 6, 10]"
2485,2485,11,"[1, 6, 10]",11,"[1, 3, 6, 10]"
2486,2486,11,"[1, 3, 6, 7, 9, 10]",11,"[1, 3, 6, 7, 9, 10]"
2487,2487,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
2488,2488,11,"[4, 8, 10]",11,"[4, 8, 10]"
2489,2489,12,"[2, 4, 6, 9, 11]",11,"[2, 4, 5, 8, 10]"
2490,2490,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
2491,2491,11,"[3, 6, 10]",11,"[3, 6, 10]"
2492,2492,11,"[1, 6, 9, 10]",11,"[1, 6, 9, 10]"
2493,2493,11,"[2, 4, 6, 7, 10]",11,"[2, 4, 6, 7, 10]"
2494,2494,11,"[3, 6, 10]",11,"[3, 6, 10]"
2495,2495,11,"[3, 6, 10]",11,"[3, 6, 10]"
2496,2496,11,"[2, 3, 6, 10]",11,"[2, 3, 6, 10]"
2497,2497,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
2498,2498,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
2499,2499,11,"[3, 6, 10]",11,"[3, 6, 10]"
2500,2500,11,"[1, 3, 6, 8, 10]",11,"[1, 3, 6, 8, 10]"
2501,2501,11,"[1, 3, 6, 8, 10]",11,"[1, 3, 6, 8, 10]"
2502,2502,11,"[4, 6, 8, 10]",11,"[4, 6, 8, 10]"
2503,2503,11,"[2, 6, 10]",11,"[2, 6, 10]"
2504,2504,11,"[2, 6, 10]",11,"[2, 6, 10]"
2505,2505,11,"[1, 3, 6, 8, 9, 10]",11,"[1, 3, 6, 8, 9, 10]"
2506,2506,11,"[4, 8, 10]",11,"[4, 8, 10]"
2507,2507,11,"[4, 8, 9, 10]",11,"[4, 8, 10]"
2508,2508,12,"[3, 4, 6, 9, 11]",11,"[3, 4, 6, 8, 10]"
2509,2509,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
2510,2510,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
2511,2511,9,"[4, 8]",9,"[4, 8]"
2512,2512,12,"[1, 6, 8, 11]",12,"[1, 6, 8, 11]"
2513,2513,9,"[4, 8]",9,"[4, 8]"
2514,2514,12,"[4, 6, 8, 11]",12,"[4, 6, 8, 11]"
2515,2515,9,"[4, 8]",9,"[4, 8]"
2516,2516,12,"[3, 6, 9, 11]",12,"[3, 6, 9, 11]"
2517,2517,9,"[2, 6, 8]",9,"[2, 6, 8]"
2518,2518,12,"[4, 6, 11]",12,"[4, 6, 11]"
2519,2519,9,"[3, 6, 8]",9,"[3, 6, 8]"
2520,2520,11,"[3, 6, 7, 10]",12,"[3, 6, 8, 11]"
2521,2521,9,"[6, 8]",9,"[6, 8]"
2522,2522,12,"[2, 4, 8, 11]",12,"[2, 4, 8, 11]"
2523,2523,9,"[2, 4, 6, 8]",9,"[2, 4, 6, 8]"
2524,2524,12,"[2, 3, 6, 8, 11]",12,"[2, 3, 6, 8, 11]"
2525,2525,9,"[4, 8]",9,"[4, 8]"
2526,2526,12,"[4, 7, 9, 11]",12,"[4, 7, 9, 11]"
2527,2527,9,"[1, 4, 8]",9,"[1, 4, 8]"
2528,2528,12,"[2, 6, 8, 11]",12,"[2, 6, 8, 11]"
2529,2529,9,"[1, 6, 8]",9,"[6, 8]"
2530,2530,12,"[2, 3, 4, 6, 8, 11]",12,"[2, 3, 4, 6, 8, 11]"
2531,2531,9,"[1, 2, 4, 8]",9,"[1, 2, 4, 8]"
2532,2532,12,"[1, 4, 8, 11]",12,"[1, 4, 8, 11]"
2533,2533,9,"[3, 6, 8]",9,"[3, 6, 8]"
2534,2534,12,"[4, 7, 9, 11]",12,"[4, 7, 9, 11]"
2535,2535,10,"[4, 6, 9]",9,"[4, 6, 8]"
2536,2536,12,"[1, 3, 6, 8, 11]",12,"[1, 3, 6, 8, 11]"
2537,2537,9,"[2, 6, 8]",9,"[2, 6, 8]"
2538,2538,12,"[1, 4, 6, 11]",12,"[1, 4, 6, 11]"
2539,2539,9,"[1, 5, 6, 8]",9,"[1, 5, 6, 8]"
2540,2540,12,"[2, 6, 7, 11]",12,"[2, 6, 7, 11]"
2541,2541,9,"[3, 6, 8]",9,"[3, 6, 8]"
2542,2542,13,"[4, 9, 12]",12,"[4, 8, 11]"
2543,2543,9,"[4, 8]",9,"[4, 8]"
2544,2544,12,"[1, 4, 8, 11]",12,"[1, 4, 8, 11]"
2545,2545,9,"[4, 8]",9,"[4, 8]"
2546,2546,12,"[1, 4, 6, 11]",12,"[1, 4, 6, 11]"
2547,2547,9,"[1, 4, 6, 8]",9,"[1, 4, 6, 8]"
2548,2548,11,"[1, 2, 6, 7, 10]",12,"[2, 3, 7, 8, 11]"
2549,2549,9,"[2, 6, 8]",9,"[2, 6, 8]"
2550,2550,11,"[1, 3, 6, 8, 10]",12,"[1, 4, 7, 9, 11]"
2551,2551,7,"[2, 6]",7,"[2, 6]"
2552,2552,11,"[3, 6, 10]",11,"[3, 6, 10]"
2553,2553,9,"[4, 8]",7,"[3, 6]"
2554,2554,11,"[1, 6, 8, 10]",11,"[1, 6, 8, 10]"
2555,2555,11,"[2, 6, 9, 10]",11,"[2, 6, 9, 10]"
2556,2556,11,"[4, 6, 8, 10]",11,"[4, 6, 8, 10]"
2557,2557,7,"[1, 3, 4, 6]",7,"[1, 3, 4, 6]"
2558,2558,11,"[4, 10]",11,"[4, 10]"
2559,2559,11,"[3, 6, 10]",11,"[3, 6, 10]"
2560,2560,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
2561,2561,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
2562,2562,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
2563,2563,11,"[1, 3, 6, 7, 10]",11,"[1, 3, 6, 7, 10]"
2564,2564,11,"[2, 6, 8, 9, 10]",11,"[2, 6, 8, 9, 10]"
2565,2565,11,"[4, 6, 8, 10]",11,"[4, 6, 8, 10]"
2566,2566,11,"[2, 3, 6, 10]",11,"[2, 3, 6, 10]"
2567,2567,11,"[3, 5, 6, 10]",11,"[3, 5, 6, 10]"
2568,2568,11,"[3, 6, 10]",11,"[3, 6, 10]"
2569,2569,11,"[2, 6, 10]",11,"[2, 6, 10]"
2570,2570,11,"[2, 5, 6, 10]",11,"[2, 5, 6, 10]"
2571,2571,11,"[2, 5, 6, 10]",11,"[2, 5, 6, 10]"
2572,2572,11,"[1, 2, 6, 8, 10]",11,"[1, 2, 6, 10]"
2573,2573,11,"[2, 6, 10]",11,"[2, 6, 10]"
2574,2574,11,"[3, 6, 10]",11,"[3, 6, 10]"
2575,2575,13,"[2, 4, 5, 7, 8, 12]",11,"[2, 3, 4, 5, 6, 10]"
2576,2576,11,"[2, 6, 10]",11,"[2, 6, 10]"
2577,2577,7,"[1, 6]",7,"[1, 6]"
2578,2578,11,"[1, 4, 5, 8, 10]",11,"[1, 4, 5, 8, 10]"
2579,2579,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
2580,2580,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
2581,2581,7,"[1, 4, 6]",7,"[1, 4, 6]"
2582,2582,8,"[3, 7]",8,"[3, 7]"
2583,2583,11,"[1, 2, 4, 8, 10]",11,"[2, 4, 10]"
2584,2584,11,"[1, 2, 4, 8, 9, 10]",11,"[2, 4, 8, 10]"
2585,2585,9,"[1, 4, 8]",9,"[1, 4, 8]"
2586,2586,11,"[3, 6, 10]",11,"[3, 6, 10]"
2587,2587,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
2588,2588,11,"[4, 8, 10]",11,"[4, 8, 10]"
2589,2589,11,"[4, 6, 10]",11,"[4, 6, 10]"
2590,2590,7,"[2, 6]",7,"[2, 6]"
2591,2591,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
2592,2592,11,"[2, 6, 10]",11,"[2, 6, 10]"
2593,2593,11,"[1, 4, 6, 8, 9, 10]",11,"[1, 4, 6, 8, 9, 10]"
2594,2594,11,"[2, 6, 10]",11,"[2, 6, 10]"
2595,2595,11,"[2, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
2596,2596,11,"[3, 6, 10]",11,"[3, 6, 10]"
2597,2597,11,"[3, 6, 10]",11,"[3, 6, 10]"
2598,2598,11,"[3, 6, 10]",11,"[3, 6, 10]"
2599,2599,11,"[3, 6, 10]",11,"[3, 6, 10]"
2600,2600,12,"[1, 3, 6, 8, 9, 11]",11,"[3, 6, 8, 10]"
2601,2601,11,"[1, 2, 4, 6, 10]",11,"[1, 2, 4, 6, 10]"
2602,2602,11,"[1, 6, 10]",11,"[1, 6, 10]"
2603,2603,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
2604,2604,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
2605,2605,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
2606,2606,7,"[2, 6]",7,"[2, 6]"
2607,2607,11,"[2, 6, 10]",9,"[4, 8]"
2608,2608,11,"[1, 4, 6, 10]",11,"[2, 4, 6, 10]"
2609,2609,6,"[2, 5]",7,"[2, 6]"
2610,2610,7,"[3, 6]",7,"[3, 6]"
2611,2611,14,"[1, 6, 8, 11, 13]",14,"[1, 6, 8, 11, 13]"
2612,2612,7,"[2, 6]",7,"[2, 6]"
2613,2613,11,"[3, 6, 10]",11,"[3, 6, 10]"
2614,2614,7,"[1, 2, 6]",7,"[1, 2, 6]"
2615,2615,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
2616,2616,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
2617,2617,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
2618,2618,11,"[2, 4, 6, 8, 9, 10]",11,"[2, 4, 6, 8, 10]"
2619,2619,11,"[1, 6, 10]",11,"[1, 6, 10]"
2620,2620,11,"[1, 3, 6, 8, 10]",11,"[1, 6, 8, 10]"
2621,2621,14,"[2, 4, 6, 9, 13]",14,"[2, 4, 6, 9, 13]"
2622,2622,11,"[6, 10]",11,"[6, 10]"
2623,2623,11,"[4, 8, 10]",11,"[4, 8, 10]"
2624,2624,7,"[2, 6]",7,"[2, 6]"
2625,2625,11,"[4, 6, 7, 8, 10]",11,"[4, 6, 7, 10]"
2626,2626,11,"[3, 6, 10]",11,"[3, 6, 10]"
2627,2627,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
2628,2628,11,"[2, 4, 5, 6, 8, 10]",11,"[2, 4, 5, 6, 8, 10]"
2629,2629,7,"[2, 6]",7,"[2, 6]"
2630,2630,11,"[3, 6, 10]",11,"[3, 6, 10]"
2631,2631,11,"[3, 8, 10]",11,"[3, 6, 8, 10]"
2632,2632,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
2633,2633,11,"[4, 6, 10]",11,"[4, 6, 10]"
2634,2634,11,"[4, 5, 6, 10]",11,"[4, 5, 6, 10]"
2635,2635,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
2636,2636,11,"[3, 4, 6, 10]",11,"[3, 4, 6, 10]"
2637,2637,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
2638,2638,11,"[1, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
